bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	clade	superkingdom	species group	section	suborder	subclass	subphylum	subkingdom	kingdom	subgenus	subspecies	species subgroup	subfamily	varietas	serotype	tribe	subtribe
BGC0000881	toyocamycin	387850		Streptomyces ahygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Streptomyces ahygroscopicus subsp. wuzhouensis						
BGC0000882	mildiomycin	504097		Streptomyces rimofaciens	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000883	arginomycin	1295550		Streptomyces arginensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000884	3-methylarginine	321		Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas syringae group									Pseudomonas syringae group genomosp. 1					
BGC0000885	4-hydroxy-3-nitrosobenzamide	224537		Streptomyces murayamaensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000886	allylmalonyl-CoA	83656		Streptomyces tsukubensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000887	saxitoxin	398007	Dolichospermum circinale AWQC131C	Dolichospermum circinale	Dolichospermum	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000888	bacilysin	679622		Bacillus sp. CS93	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000889	bagremycin A	1134541		Streptomyces sp. WK-5344	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000890	pentabromopseudilin	1315281	Pseudoalteromonas phenolica O-BC30	Pseudoalteromonas phenolica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000891	pentabromopseudilin	1353533	Pseudoalteromonas luteoviolacea 2ta16	Pseudoalteromonas luteoviolacea	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000892	caryoynencin	999541	Burkholderia gladioli BSR3	Burkholderia gladioli	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000893	chloramphenicol	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000894	citrinin	225353		Monascus aurantiacus	Monascus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000895	citrulline	337330		Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria									Lactiplantibacillus plantarum subsp. plantarum						
BGC0000896	cycloserine	58340		Streptomyces lavendulae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Streptomyces lavendulae subsp. lavendulae						
BGC0000897	dehydrophos	67320		Streptomyces luridus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000898	desosamine	54571		Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000899	desosamine	67333		Streptomyces narbonensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000900	ferrichrome	5062		Aspergillus oryzae	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000901	ferrichrome	5061		Aspergillus niger	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000902	flaviolin	405948	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000903	fluorometabolite	29303		Streptantibioticus cattleyicolor	Streptantibioticus	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000904	FR-900098	359131		Streptomyces rubellomurinus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000905	heme D1	28064		Heliobacterium mobile	Heliobacterium	Heliobacteriaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria															
BGC0000906	heme D1	35700		Heliophilum fasciatum	Heliophilum	Heliobacteriaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria															
BGC0000907	lincomycin	1915		Streptomyces lincolnensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000908	melanin	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000909	melanin	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000910	melanin	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000911	melanin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000912	melanin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000913	MK-8	550		Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	Enterobacter cloacae complex														
BGC0000914	methylenomycin A	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000915	mitomycin	1914		Streptomyces lavendulae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000916	molybdenum cofactor	1281		Staphylococcus carnosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000917	molybdenum cofactor	1061		Rhodobacter capsulatus	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000918	ochronotic pigment	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000919	phaseolotoxin	317		Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas syringae group									Pseudomonas syringae group genomosp. 1					
BGC0000920	polyhydroxyalkanoates	1396		Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0000921	promysalin	303		Pseudomonas putida	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas putida group														
BGC0000922	pseudomonas quinolone signal (PQS)	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000923	paerucumarin	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000924	pyrrolnitrin	587753		Pseudomonas chlororaphis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas chlororaphis group														
BGC0000925	quinolobactin	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas fluorescens group														
BGC0000926	rhizocticin A	703612	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacillus spizizenii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0000929	xanthothricin	337		Burkholderia glumae	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000930	deoxynivalenol	5518		Fusarium graminearum	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota	Fusarium sambucinum species complex			Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000932	tropodithietic acid	391619	Phaeobacter inhibens DSM 17395	Phaeobacter inhibens	Phaeobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000933	xiamenmycin A	408015		Streptomyces xiamenensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000934	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid	1485014		Kitasatospora sp. HKI 714	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000935	esmeraldin	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000936	pyocyanine	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000937	fosfazinomycin A	1415555		Streptomyces sp. WM6372	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000938	fosfomycin	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000939	aerobactin	673		Grimontia hollisae	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000940	desferrioxamin B	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000941	desferrioxamin B	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000942	petrobactin	198094	Bacillus anthracis str. Ames	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus cereus group														
BGC0000943	staphylobactin	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000944	staphyloferrin A	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000946	vibrioferrin	670		Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	Vibrio harveyi group														
BGC0000947	vibrioferrin	663		Vibrio alginolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	Vibrio harveyi group														
BGC0000948	α-galactosylceramide	272559	Bacteroides fragilis NCTC 9343	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria															
BGC0000949	A-500359 A	1911		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces griseus subgroup					
BGC0000951	pacidamycin 1	116188		Streptomyces coeruleorubidus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000953	amicetin	67376		Streptomyces vinaceusdrappus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces rochei group														
BGC0000954	ajudazol A	52		Chondromyces crocatus	Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000955	althiomycin	34		Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0000956	andrimid	549		Pantoea agglomerans	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria	Pantoea agglomerans group														
BGC0000957	mycotrienin I	1245512		Streptomyces sp. XZQH13	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000958	antimycin	889487		Streptomyces sp. S4	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000959	aspyridone A	227321	Aspergillus nidulans FGSC A4	Aspergillus nidulans	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Nidulantes							
BGC0000960	azinomycin B	285525		Streptomyces sahachiroi	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000961	bactobolin	271848	Burkholderia thailandensis E264	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000962	barbamide	158786		Lyngbya majuscula	Lyngbya	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0000963	bleomycin	29309		Streptomyces verticillus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000964	burkholdac A	271848	Burkholderia thailandensis E264	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000966	caerulomycin A	1074250		Actinoalloteichus sp. WH1-2216-6	Actinoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000967	calyculin A	312019		uncultured Candidatus Entotheonella sp.	Candidatus Entotheonella				Candidatus Tectomicrobia	Nitrospinae/Tectomicrobia group	Bacteria															
BGC0000968	chaetoglobosins	27334		Penicillium expansum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000969	chondramide A	52		Chondromyces crocatus	Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000970	chondrochloren A	52		Chondromyces crocatus	Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000971	cinnabaramide A	319633		Streptomyces cinnabarigriseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000972	N-myristoyl-D-asparagine	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000973	collismycin A	1068630		Streptomyces sp. CS40	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000974	crocacin	52		Chondromyces crocatus	Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000975	cryptophycin-327	76335		Nostoc sp. ATCC 53789	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000976	curacin A	489825	Moorena producens 3L	Moorena producens	Moorena	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0000977	cyclopiazonic acid	5062		Aspergillus oryzae	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000978	cylindrospermopsin	478021	Cylindrospermopsis raciborskii AWT205	Cylindrospermopsis raciborskii	Cylindrospermopsis	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000981	cylindrospermopsin	459664		Aphanizomenon sp. 10E6	Aphanizomenon	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000982	cystothiazole A	43		Cystobacter fuscus	Cystobacter	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0000983	cytochalasin E	344612	Aspergillus clavatus NRRL 1	Aspergillus clavatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0000984	delftibactin A	398578	Delftia acidovorans SPH-1	Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000985	didemnin B	1110502	Tistrella mobilis KA081020-065	Tistrella mobilis	Tistrella	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000986	dkxanthene	378806	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0000988	epothilone B	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000989	epothilone	1254432	Sorangium cellulosum So0157-2	Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000990	epothilone	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000991	epothilone	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000992	fusaridione A	42747		Fusarium heterosporum	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota	Fusarium heterosporum species complex			Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000993	FR901228	536		Chromobacterium violaceum	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000994	FR-900520	132248		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group								Streptomyces hygroscopicus subsp. ascomyceticus						
BGC0000995	FR901464	764483		Pseudomonas sp. 2663	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000996	frontalamide B	591157		Streptomyces sp. SPB78	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000997	glidobactin	413882		Schlegelella brevitalea	Schlegelella	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000998	guadinomine	1238679		Streptomyces sp. K01-0509	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000999	heat-stable antifungal factor	69		Lysobacter enzymogenes	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0001000	hectochlorin	158786		Lyngbya majuscula	Lyngbya	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0001001	jamaicamide A	158786		Lyngbya majuscula	Lyngbya	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0001002	jawsamycin	66429		Streptomyces roseoverticillatus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001003	α-lipomycin	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001004	lobophorin B	1035052		Streptomyces sp. SCSIO 01127	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001005	locillomycin	1423		Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group														
BGC0001006	lymphostin	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001007	lymphostin	391037	Salinispora arenicola CNS-205	Salinispora arenicola	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001008	maduropeptin	1993		Actinomadura madurae	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001010	melithiazol A	45		Melittangium lichenicola	Melittangium	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001011	meridamycin	367779		Streptomyces sp. NRRL 30748	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001012	meridamycin	68280		Streptomyces violaceusniger	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0001013	meridamycin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001014	micacocidin	267608	Ralstonia solanacearum GMI1000	Ralstonia solanacearum	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0001015	microcystin	388467	Planktothrix agardhii NIVA-CYA 126/8	Planktothrix agardhii	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0001016	microcystin	46234		Anabaena sp. 90	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001017	microcystin LR	267872	Microcystis aeruginosa PCC 7806	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0001018	micropeptin K139	600778	Microcystis aeruginosa K-139	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				Oscillatoriophycideae											
BGC0001019	microsclerodermin M	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0001020	muraymycin C1	996287		Streptomyces sp. NRRL 30471	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001021	mycobactin	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Mycobacterium tuberculosis complex														
BGC0001022	myxalamid	41		Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001023	myxochromide S1	41		Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001024	myxothiazol	378806	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001025	myxovirescin A1	246197	Myxococcus xanthus DK 1622	Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0001026	NG-391	5530		Metarhizium anisopliae	Metarhizium	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota				Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0001027	nocobactin NA	247156	Nocardia farcinica IFM 10152	Nocardia farcinica	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0001028	nostopeptolide A2	76334		Nostoc sp. GSV224	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001029	nostophycin	213632		Nostoc sp. 152	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0001030	ochratoxin A	229535		Penicillium nordicum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
