bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	kingdom	domain	cellular root	subclass	clade	subspecies	suborder	species group	species subgroup	varietas	serotype	subphylum	subkingdom	subfamily	isolate	subgenus	realm	acellular root	tribe	subtribe
BGC0000198	arenimycin A	1137250	Salinispora arenicola CNB527	Salinispora arenicola	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000199	arimetamycin B	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0000200	arixanthomycin A	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0000201	auricin	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000202	azicemicin B	703222		Kibdelosporangium sp. MJ126-NF4	Kibdelosporangium	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000203	BE-7585A	797057		Amycolatopsis orientalis	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Amycolatopsis orientalis subsp. vinearia														
BGC0000204	benastatin A	431672		Streptomyces sp. A2991200	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000205	bryostatin	62101		Candidatus Endobugula sertula	Candidatus Endobugula	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000207	chartreusin	1969		Streptomyces chartreusis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000208	chelocardin	76022		Amycolatopsis sulphurea	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000209	chlortetracycline	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000210	chromomycin A3	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000211	chrysomycin	68172		Streptomyces albaduncus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000212	cinerubin B	465543		Streptomyces sp. SPB074	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000213	colabomycin E	193461		Streptomyces aureus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000215	curamycin	1904		Streptomyces cyaneus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000216	dactylocycline A	1239282		Dactylosporangium sp. SC14051	Dactylosporangium	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000217	daunorubicin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000218	doxorubicin	1950		Streptomyces peucetius	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000219	elloramycin	47716		Streptomyces olivaceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000220	enterocin	115828		Streptomyces maritimus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000221	erdacin	684592		uncultured soil bacterium V167							Bacteria	cellular organisms																	
BGC0000222	FD-594	573242		Streptomyces sp. TA-0256	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000223	rabelomycin	1037453		uncultured bacterium BAC AB649/1850							Bacteria	cellular organisms																	
BGC0000224	fredericamycin A	1911		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000225	frenolicin B	33902		Streptomyces roseofulvus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000226	gilvocarcin V	35619		Streptomyces griseoflavus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000227	granaticin	1935		Streptomyces violaceoruber	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceoruber group												
BGC0000229	grincamycin	68232		Streptomyces lusitanus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000231	griseusin A	1911		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000232	hatomarubigin A	681626		Streptomyces sp. 2238-SVT4	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000233	hedamycin	1943		Streptomyces griseoruber	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000234	jadomycin	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000235	kiamycin	1055352		Streptomyces sp. W007	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000236	kinamycin	224537		Streptomyces murayamaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000237	lactonamycin Z	193460		Streptomyces sanglieri	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000238	lactonamycin	68264		Streptomyces rishiriensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000239	landomycin A	80860		Streptomyces cyanogenus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000240	lomaiviticin A	351187		Salinispora pacifica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000241	lomaiviticin A	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000242	lysolipin I	1932		Streptomyces tendae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000243	nonactin	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000244	nonactin	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000245	medermycin	221710		Streptomyces sp. AM-7161	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000247	mithramycin	41951		Streptomyces argillaceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000248	α naphtocyclinoic acid	29301		Streptomyces arenae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000249	nogalamycin	38314		Streptomyces nogalater	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000252	nonactin	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000253	oviedomycin	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000254	oxytetracycline	1927		Streptomyces rimosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000255	pederin	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0000256	pradimicin-A	68565		Actinomadura hibisca	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000257	Roseophilin	45398		Streptomyces griseoviridis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000258	prodigiosin	616		Serratia sp. (in: enterobacteria)	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000259	prodigiosin	615		Serratia marcescens	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000260	prodigiosin	349521	Hahella chejuensis KCTC 2396	Hahella chejuensis	Hahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000261	R1128	140437		Streptomyces sp. R1128	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000262	prejadomycin	161235		Streptomyces sp. PGA64	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000263	ravidomycin	691266		Streptomyces ravidus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000264	resistomycin	67356		Streptomyces resistomycificus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces aurantiacus group												
BGC0000265	rhodomycin	1924		Streptomyces purpurascens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000266	collinomycin	42684		Streptomyces collinus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000267	saquayamycin Z	428986		Micromonospora sp. Tu 6368	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000268	Sch-47554	264024		Streptomyces sp. SCC 2136	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000269	SF2575	746675		Streptomyces sp. SF2575	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000270	simocyclinone D8	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000271	spore pigment	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000272	spore pigment	42684		Streptomyces collinus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000273	steffimycin D	68271		Streptomyces steffisburgensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000274	tetarimycin A	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0000275	tetracenomycin C	1907		Streptomyces glaucescens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000277	urdamycin	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000278	urdamycin	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000279	xantholipin	67299		Streptomyces flavogriseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces flavovirens subgroup											
BGC0000280	2,4-diacetylphloroglucinol	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas fluorescens group												
BGC0000281	2,4-diacetylphloroglucinol	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas fluorescens group												
BGC0000282	2-methoxy-5-methyl-6-(13-methyltetradecyl)-1,4-benzoquinone	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces griseus subsp. griseus		Streptomyces griseus group	Streptomyces griseus subgroup											
BGC0000283	cetoniacytone A	416175		Actinomyces sp. Lu 9419	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000285	flaviolin	1836		Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000286	viguiepinol	285219		Streptomyces sp. KO-3988	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000287	L-2-amino-4-methoxy-trans-3-butenoic acid	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas aeruginosa group												
BGC0000288	A-503083 A	701528		Streptomyces sp. SANK 62799	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000289	A40926	93944		Nonomuraea gerenzanensis	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000290	A-47934	55952		Streptomyces toyocaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000291	A54145	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000294	acinetobactin	470		Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Acinetobacter calcoaceticus/baumannii complex												
BGC0000295	acinetoferrin	29430		Acinetobacter haemolyticus	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000296	actinomycin D	1892		Streptomyces anulatus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces anulatus subgroup											
